,time,PM2.5,humidity,temperature
0,2021-01-01 00:00:00,54.91643721922376,62.721522507778744,14.47171597603584
1,2021-01-01 01:00:00,57.63181988350046,62.10905293983634,14.262344353790684
2,2021-01-01 02:00:00,56.39627539644529,57.9189731625757,14.083899019754542
3,2021-01-01 03:00:00,78.44322317379986,61.122314777443876,13.676006861551329
4,2021-01-01 04:00:00,95.64574992656394,59.56770607393602,13.063007751711782
5,2021-01-01 05:00:00,75.42214898490714,56.59211643744304,12.605107606113412
6,2021-01-01 06:00:00,60.552907005165075,56.12244916854685,12.203956101522955
7,2021-01-01 07:00:00,67.4786373428376,58.45362928361586,11.84465699035284
8,2021-01-01 08:00:00,67.06568121937947,54.25077716114976,12.443497899512606
9,2021-01-01 09:00:00,58.38810909456201,43.633885774682696,14.096250877553741
10,2021-01-01 10:00:00,45.713520086925264,36.90734495344547,15.41274272584968
11,2021-01-01 11:00:00,44.039121224990346,33.831320491180556,16.55410536146989
12,2021-01-01 12:00:00,45.31534181447371,30.900479639587015,17.93118074070855
13,2021-01-01 13:00:00,42.35336903104824,28.260304833209066,18.839262758773437
14,2021-01-01 14:00:00,39.35888023363549,27.077321589954266,19.371267103779314
15,2021-01-01 15:00:00,39.802530069171326,27.701124262303647,19.474795570004364
16,2021-01-01 16:00:00,41.244000777310085,29.033601256789915,19.238265348123686
17,2021-01-01 17:00:00,45.59137422131468,31.737195496424057,18.352863212743973
18,2021-01-01 18:00:00,52.672388634394416,36.132111895719696,17.192316020615934
19,2021-01-01 19:00:00,78.37684637644563,40.35323911278841,16.496236455428203
20,2021-01-01 20:00:00,86.96454641158132,43.49530289328964,16.055847868821843
21,2021-01-01 21:00:00,108.17454709057573,45.93002883040794,15.723099310129811
22,2021-01-01 22:00:00,115.58818813849925,48.7339415712555,15.349726967888865
23,2021-01-01 23:00:00,131.90691376566156,53.2411830970416,14.85631539920209
24,2021-01-02 00:00:00,134.28115690104363,56.49203358901013,14.481931929111644
25,2021-01-02 01:00:00,140.11564593684753,59.70099157939886,14.141695930175473
26,2021-01-02 02:00:00,155.59507259921742,62.34801478596811,13.699502766926294
27,2021-01-02 03:00:00,164.1203622193231,65.40533562073264,13.295162839440287
28,2021-01-02 04:00:00,146.44961217657163,68.65694398726994,12.97711562385031
29,2021-01-02 05:00:00,145.50532052573644,70.67348656112543,12.775889143441614
