,timestamp,PM2.5,humidity,temperature
0,27/05/2020 12:00,21.49,63.18,30.46
1,27/05/2020 13:00,20.31,61.64,30.69
2,27/05/2020 14:00,23.48,67.13,30.19
3,27/05/2020 15:00,25.38,70.08,29.55
4,27/05/2020 16:00,27.0,70.08,29.54
5,27/05/2020 17:00,29.91,73.28,29.12
6,27/05/2020 18:00,31.85,74.58,28.99
7,27/05/2020 19:00,34.03,75.49,28.63
8,27/05/2020 20:00,33.83,75.54,28.31
9,27/05/2020 21:00,33.27,75.73,28.27
10,27/05/2020 22:00,35.32,76.05,28.28
11,27/05/2020 23:00,40.6,77.94,28.12
12,28/05/2020 00:00,40.21,78.58,28.12
13,28/05/2020 01:00,41.98,80.38,27.9
14,28/05/2020 02:00,37.15,80.36,27.86
15,28/05/2020 03:00,45.58,79.47,27.83
16,28/05/2020 04:00,61.48,78.07,27.78
17,28/05/2020 05:00,48.2,76.53,27.73
18,28/05/2020 06:00,39.7,75.74,27.73
19,28/05/2020 07:00,44.03,76.53,27.98
20,28/05/2020 08:00,41.85,76.43,28.58
21,28/05/2020 09:00,40.78,73.66,29.13
22,28/05/2020 10:00,33.13,70.44,29.85
23,28/05/2020 11:00,32.45,68.23,30.6
24,28/05/2020 12:00,33.15,63.14,31.28
25,28/05/2020 13:00,31.7,64.73,31.1
26,28/05/2020 14:00,36.23,63.06,31.56
27,28/05/2020 15:00,35.87,61.03,32.27
28,28/05/2020 16:00,36.03,61.89,32.37
29,28/05/2020 17:00,38.38,64.59,32.03
30,28/05/2020 18:00,40.08,65.37,31.49
31,28/05/2020 19:00,42.57,67.36,31.2
32,28/05/2020 20:00,36.5,66.8,30.84
33,28/05/2020 21:00,35.59,67.73,30.41
34,28/05/2020 22:00,38.26,71.73,29.83
35,28/05/2020 23:00,35.18,74.72,29.53
36,29/05/2020 00:00,28.43,78.39,29.11
37,29/05/2020 01:00,31.02,81.77,28.67
38,29/05/2020 02:00,35.5,81.83,28.67
39,29/05/2020 03:00,40.07,83.13,28.49
40,29/05/2020 04:00,41.56,83.86,28.43
41,29/05/2020 05:00,40.48,83.93,28.29
42,29/05/2020 06:00,41.78,84.35,28.2
43,29/05/2020 07:00,39.39,82.88,28.55
44,29/05/2020 08:00,40.55,81.73,28.88
45,29/05/2020 09:00,41.71,82.29,29.02
46,29/05/2020 10:00,36.76,76.48,30.33
47,29/05/2020 11:00,33.07,71.69,31.58
48,29/05/2020 12:00,33.18,68.12,32.78
49,29/05/2020 13:00,30.01,61.73,34.17
50,29/05/2020 14:00,27.02,59.84,34.37
51,29/05/2020 15:00,25.01,58.53,34.88
52,29/05/2020 16:00,23.94,59.31,34.88
53,29/05/2020 17:00,24.79,61.37,34.38
54,29/05/2020 18:00,25.78,65.68,33.48
55,29/05/2020 19:00,28.5,69.39,32.38
56,29/05/2020 20:00,29.06,70.77,31.48
57,29/05/2020 21:00,27.94,71.62,30.83
58,29/05/2020 22:00,31.3,74.67,30.5
59,29/05/2020 23:00,30.29,78.38,30.05
60,30/05/2020 00:00,27.44,79.81,29.81
61,30/05/2020 01:00,28.4,82.56,29.51
62,30/05/2020 02:00,25.77,84.54,29.27
63,30/05/2020 03:00,23.18,85.35,29.09
64,30/05/2020 04:00,19.51,86.66,28.81
65,30/05/2020 05:00,18.18,86.87,28.78
66,30/05/2020 06:00,18.5,86.47,28.96
67,30/05/2020 07:00,20.63,85.57,29.38
68,30/05/2020 08:00,24.9,80.93,30.34
69,30/05/2020 09:00,28.54,75.0,31.44
70,30/05/2020 10:00,28.93,69.88,32.7
71,30/05/2020 11:00,27.22,65.64,33.29
72,30/05/2020 12:00,20.3,56.27,34.71
73,30/05/2020 13:00,19.02,49.87,36.33
74,30/05/2020 14:00,19.61,49.73,36.49
75,30/05/2020 15:00,19.05,49.85,36.41
76,30/05/2020 16:00,19.48,51.48,35.87
77,30/05/2020 17:00,20.45,55.36,35.07
78,30/05/2020 18:00,23.19,58.86,34.45
79,30/05/2020 19:00,33.73,62.53,33.18
80,30/05/2020 20:00,37.77,64.72,32.31
81,30/05/2020 21:00,44.96,67.89,31.84
82,30/05/2020 22:00,35.36,79.77,29.73
83,30/05/2020 23:00,28.55,84.32,28.98
84,31/05/2020 00:00,44.76,85.16,29.2
85,31/05/2020 01:00,29.27,84.66,29.64
86,31/05/2020 02:00,19.79,85.57,29.6
87,31/05/2020 03:00,17.24,87.53,29.32
88,31/05/2020 04:00,18.7,87.98,29.18
89,31/05/2020 05:00,24.55,87.99,29.05
90,31/05/2020 06:00,22.09,88.53,28.99
91,31/05/2020 07:00,24.18,87.73,29.45
92,31/05/2020 08:00,38.62,84.32,30.26
93,31/05/2020 09:00,53.62,78.07,31.56
94,31/05/2020 10:00,40.11,69.98,33.08
95,31/05/2020 11:00,30.31,64.33,34.23
96,31/05/2020 12:00,23.16,55.85,35.68
97,31/05/2020 13:00,16.52,48.23,36.67
98,31/05/2020 14:00,16.84,50.23,36.46
99,31/05/2020 15:00,16.33,50.16,36.69
100,31/05/2020 16:00,15.91,49.78,36.49
101,31/05/2020 17:00,17.91,52.28,36.19
102,31/05/2020 18:00,19.53,55.73,35.33
103,31/05/2020 19:00,21.55,57.25,34.69
104,31/05/2020 20:00,34.81,64.17,33.93
105,31/05/2020 21:00,40.33,66.97,33.23
106,31/05/2020 22:00,43.72,67.79,32.57
107,31/05/2020 23:00,33.83,67.59,32.14
108,01/06/2020 00:00,27.42,70.09,31.66
109,01/06/2020 01:00,21.4,72.3,31.34
110,01/06/2020 02:00,21.05,73.17,31.13
111,01/06/2020 03:00,20.93,75.65,30.83
112,01/06/2020 04:00,21.29,77.07,30.67
113,01/06/2020 05:00,22.63,77.76,30.43
114,01/06/2020 06:00,24.03,80.53,30.24
115,01/06/2020 07:00,28.02,82.15,30.16
116,01/06/2020 08:00,25.58,76.49,31.46
117,01/06/2020 09:00,22.28,66.19,32.68
118,01/06/2020 10:00,22.45,61.48,33.86
119,01/06/2020 11:00,19.84,56.12,34.83
120,01/06/2020 12:00,20.11,53.23,36.06
121,01/06/2020 13:00,19.97,51.93,36.33
122,01/06/2020 14:00,19.17,52.9,36.1
123,01/06/2020 15:00,18.3,52.76,36.1
124,01/06/2020 16:00,18.77,53.57,36.15
125,01/06/2020 17:00,18.0,52.65,35.8
126,01/06/2020 18:00,15.88,57.82,31.88
127,01/06/2020 19:00,20.47,64.83,31.03
128,01/06/2020 20:00,28.55,75.66,29.2
129,01/06/2020 21:00,28.5,83.23,28.35
130,01/06/2020 22:00,21.72,81.27,28.18
131,01/06/2020 23:00,23.56,82.78,28.04
132,02/06/2020 00:00,28.98,83.78,28.39
133,02/06/2020 01:00,34.1,85.37,28.45
134,02/06/2020 02:00,33.66,85.73,28.63
135,02/06/2020 03:00,38.33,86.71,28.48
136,02/06/2020 04:00,49.52,86.24,28.53
137,02/06/2020 05:00,52.43,86.08,28.57
138,02/06/2020 06:00,34.51,85.68,28.89
139,02/06/2020 07:00,34.13,83.55,29.54
140,02/06/2020 08:00,30.99,74.6,30.67
141,02/06/2020 09:00,26.24,64.18,32.28
142,02/06/2020 10:00,22.29,56.29,33.8
143,02/06/2020 11:00,19.07,51.84,34.96
144,02/06/2020 12:00,18.29,49.63,35.91
145,02/06/2020 13:00,17.44,47.89,36.8
146,02/06/2020 14:00,17.08,46.85,37.51
147,02/06/2020 15:00,16.76,46.2,37.66
148,02/06/2020 16:00,17.64,46.63,37.35
149,02/06/2020 17:00,18.29,51.82,36.09
150,02/06/2020 18:00,18.93,58.01,32.88
151,02/06/2020 19:00,21.3,55.48,32.16
152,02/06/2020 20:00,33.61,61.67,31.29
153,02/06/2020 21:00,52.93,68.8,31.05
154,02/06/2020 22:00,52.91,72.53,30.83
155,02/06/2020 23:00,56.43,76.28,30.71
156,03/06/2020 00:00,37.98,76.78,30.88
157,03/06/2020 01:00,24.13,75.48,30.83
158,03/06/2020 02:00,21.16,76.83,30.6
159,03/06/2020 03:00,20.98,78.74,30.32
160,03/06/2020 04:00,21.31,79.56,30.29
161,03/06/2020 05:00,21.46,81.22,29.94
162,03/06/2020 06:00,21.93,83.53,29.68
163,03/06/2020 07:00,23.83,82.41,30.07
164,03/06/2020 08:00,24.93,75.83,31.07
165,03/06/2020 09:00,25.92,68.19,32.72
166,03/06/2020 10:00,26.4,61.43,34.06
167,03/06/2020 11:00,23.82,57.11,35.08
168,03/06/2020 12:00,22.26,52.98,36.01
169,03/06/2020 13:00,22.35,51.63,36.53
170,03/06/2020 14:00,21.64,50.59,37.02
171,03/06/2020 15:00,22.85,52.28,36.36
172,03/06/2020 16:00,24.39,55.88,35.59
173,03/06/2020 17:00,25.54,56.28,35.34
174,03/06/2020 18:00,30.52,60.93,35.13
175,03/06/2020 19:00,34.37,63.77,33.91
176,03/06/2020 20:00,45.6,65.35,32.98
177,03/06/2020 21:00,46.11,67.23,32.26
178,03/06/2020 22:00,43.76,70.49,31.73
179,03/06/2020 23:00,32.66,71.98,31.38
180,04/06/2020 00:00,23.83,73.57,31.19
181,04/06/2020 01:00,26.044382697012,87.4828407748268,30.65765075455317
182,04/06/2020 02:00,25.09914476486936,90.28766690303058,30.360845953201423
183,04/06/2020 03:00,24.842633659357993,90.99379268856138,30.19975803156876
184,04/06/2020 04:00,23.847655012568293,91.56381205636168,30.01148913688223
185,04/06/2020 05:00,23.62242689008382,91.40819583173817,29.87973602906309
